emoji,name,concept,concept_source,iconic,emojese,codepoints,status,group,subgroup
🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",,,,,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",,,,,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",,,,,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏽‍🤝‍🧑🏽,people holding hands: medium skin tone,,,,,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",,,,,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",,,,,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",,,,,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",,,,,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",,,,,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏾‍🤝‍🧑🏾,people holding hands: medium-dark skin tone,,,,,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",,,,,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",,,,,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",,,,,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",,,,,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",,,,,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏿‍🤝‍🧑🏿,people holding hands: dark skin tone,,,,,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
👭,women holding hands,,,,,1F46D,fully-qualified,People & Body,family
👭🏻,women holding hands: light skin tone,,,,,1F46D 1F3FB,fully-qualified,People & Body,family
👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family
👩🏻‍🤝‍👩🏽,"women holding hands: light skin tone, medium skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family
👩🏻‍🤝‍👩🏾,"women holding hands: light skin tone, medium-dark skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FE,fully-qualified,People & Body,family
👩🏻‍🤝‍👩🏿,"women holding hands: light skin tone, dark skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FF,fully-qualified,People & Body,family
👩🏼‍🤝‍👩🏻,"women holding hands: medium-light skin tone, light skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB,fully-qualified,People & Body,family
👭🏼,women holding hands: medium-light skin tone,,,,,1F46D 1F3FC,fully-qualified,People & Body,family
👩🏼‍🤝‍👩🏽,"women holding hands: medium-light skin tone, medium skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family
👩🏼‍🤝‍👩🏾,"women holding hands: medium-light skin tone, medium-dark skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FE,fully-qualified,People & Body,family
👩🏼‍🤝‍👩🏿,"women holding hands: medium-light skin tone, dark skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FF,fully-qualified,People & Body,family
👩🏽‍🤝‍👩🏻,"women holding hands: medium skin tone, light skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB,fully-qualified,People & Body,family
👩🏽‍🤝‍👩🏼,"women holding hands: medium skin tone, medium-light skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family
👭🏽,women holding hands: medium skin tone,,,,,1F46D 1F3FD,fully-qualified,People & Body,family
👩🏽‍🤝‍👩🏾,"women holding hands: medium skin tone, medium-dark skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FE,fully-qualified,People & Body,family
👩🏽‍🤝‍👩🏿,"women holding hands: medium skin tone, dark skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FF,fully-qualified,People & Body,family
👩🏾‍🤝‍👩🏻,"women holding hands: medium-dark skin tone, light skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FB,fully-qualified,People & Body,family
👩🏾‍🤝‍👩🏼,"women holding hands: medium-dark skin tone, medium-light skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family
👩🏾‍🤝‍👩🏽,"women holding hands: medium-dark skin tone, medium skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family
👭🏾,women holding hands: medium-dark skin tone,,,,,1F46D 1F3FE,fully-qualified,People & Body,family
👩🏾‍🤝‍👩🏿,"women holding hands: medium-dark skin tone, dark skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FF,fully-qualified,People & Body,family
👩🏿‍🤝‍👩🏻,"women holding hands: dark skin tone, light skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB,fully-qualified,People & Body,family
👩🏿‍🤝‍👩🏼,"women holding hands: dark skin tone, medium-light skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family
👩🏿‍🤝‍👩🏽,"women holding hands: dark skin tone, medium skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family
👩🏿‍🤝‍👩🏾,"women holding hands: dark skin tone, medium-dark skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE,fully-qualified,People & Body,family
👭🏿,women holding hands: dark skin tone,,,,,1F46D 1F3FF,fully-qualified,People & Body,family
👫,woman and man holding hands,,,,,1F46B,fully-qualified,People & Body,family
👫🏻,woman and man holding hands: light skin tone,,,,,1F46B 1F3FB,fully-qualified,People & Body,family
👩🏻‍🤝‍👨🏼,"woman and man holding hands: light skin tone, medium-light skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👩🏻‍🤝‍👨🏽,"woman and man holding hands: light skin tone, medium skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👩🏻‍🤝‍👨🏾,"woman and man holding hands: light skin tone, medium-dark skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👩🏻‍🤝‍👨🏿,"woman and man holding hands: light skin tone, dark skin tone",,,,,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👩🏼‍🤝‍👨🏻,"woman and man holding hands: medium-light skin tone, light skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👫🏼,woman and man holding hands: medium-light skin tone,,,,,1F46B 1F3FC,fully-qualified,People & Body,family
👩🏼‍🤝‍👨🏽,"woman and man holding hands: medium-light skin tone, medium skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👩🏼‍🤝‍👨🏾,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👩🏼‍🤝‍👨🏿,"woman and man holding hands: medium-light skin tone, dark skin tone",,,,,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👩🏽‍🤝‍👨🏻,"woman and man holding hands: medium skin tone, light skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👩🏽‍🤝‍👨🏼,"woman and man holding hands: medium skin tone, medium-light skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👫🏽,woman and man holding hands: medium skin tone,,,,,1F46B 1F3FD,fully-qualified,People & Body,family
👩🏽‍🤝‍👨🏾,"woman and man holding hands: medium skin tone, medium-dark skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👩🏽‍🤝‍👨🏿,"woman and man holding hands: medium skin tone, dark skin tone",,,,,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👩🏾‍🤝‍👨🏻,"woman and man holding hands: medium-dark skin tone, light skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👩🏾‍🤝‍👨🏼,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👩🏾‍🤝‍👨🏽,"woman and man holding hands: medium-dark skin tone, medium skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👫🏾,woman and man holding hands: medium-dark skin tone,,,,,1F46B 1F3FE,fully-qualified,People & Body,family
👩🏾‍🤝‍👨🏿,"woman and man holding hands: medium-dark skin tone, dark skin tone",,,,,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👩🏿‍🤝‍👨🏻,"woman and man holding hands: dark skin tone, light skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👩🏿‍🤝‍👨🏼,"woman and man holding hands: dark skin tone, medium-light skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👩🏿‍🤝‍👨🏽,"woman and man holding hands: dark skin tone, medium skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👩🏿‍🤝‍👨🏾,"woman and man holding hands: dark skin tone, medium-dark skin tone",,,,,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👫🏿,woman and man holding hands: dark skin tone,,,,,1F46B 1F3FF,fully-qualified,People & Body,family
👬,men holding hands,,,,,1F46C,fully-qualified,People & Body,family
👬🏻,men holding hands: light skin tone,,,,,1F46C 1F3FB,fully-qualified,People & Body,family
👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",,,,,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",,,,,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",,,,,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",,,,,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",,,,,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👬🏼,men holding hands: medium-light skin tone,,,,,1F46C 1F3FC,fully-qualified,People & Body,family
👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",,,,,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",,,,,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",,,,,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",,,,,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👨🏽‍🤝‍👨🏼,"men holding hands: medium skin tone, medium-light skin tone",,,,,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👬🏽,men holding hands: medium skin tone,,,,,1F46C 1F3FD,fully-qualified,People & Body,family
👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",,,,,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",,,,,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",,,,,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",,,,,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",,,,,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👬🏾,men holding hands: medium-dark skin tone,,,,,1F46C 1F3FE,fully-qualified,People & Body,family
👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",,,,,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family
👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",,,,,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family
👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",,,,,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family
👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",,,,,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family
👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",,,,,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family
👬🏿,men holding hands: dark skin tone,,,,,1F46C 1F3FF,fully-qualified,People & Body,family
💏,kiss,kiss,emojese,,kiss,1F48F,fully-qualified,People & Body,family
💏🏻,kiss: light skin tone,,,,,1F48F 1F3FB,fully-qualified,People & Body,family
💏🏼,kiss: medium-light skin tone,,,,,1F48F 1F3FC,fully-qualified,People & Body,family
💏🏽,kiss: medium skin tone,,,,,1F48F 1F3FD,fully-qualified,People & Body,family
💏🏾,kiss: medium-dark skin tone,,,,,1F48F 1F3FE,fully-qualified,People & Body,family
💏🏿,kiss: dark skin tone,,,,,1F48F 1F3FF,fully-qualified,People & Body,family
🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",,,,,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏻‍❤️‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",,,,,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",,,,,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏻‍❤️‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",,,,,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",,,,,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏼‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",,,,,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏼‍❤️‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",,,,,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏼‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",,,,,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏽‍❤️‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",,,,,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏽‍❤️‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",,,,,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏽‍❤️‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",,,,,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
🧑🏽‍❤️‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",,,,,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏾‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",,,,,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏾‍❤️‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",,,,,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏾‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",,,,,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏾‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",,,,,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,fully-qualified,People & Body,family
🧑🏿‍❤️‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",,,,,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,fully-qualified,People & Body,family
🧑🏿‍❤️‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",,,,,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,fully-qualified,People & Body,family
🧑🏿‍❤️‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",,,,,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,fully-qualified,People & Body,family
🧑🏿‍❤️‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",,,,,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,fully-qualified,People & Body,family
